GSM	sample_title	accession_number	accession_name	growth_temperature	tissue	developmental_stage	target_gene	raw_counts	RPKM	processed_file
GSM1321987	s8387_10C	8387	St-0	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321987/suppl/GSM1321987_s8387_10C_expression_table.txt.gz
GSM1321988	s8387_16C	8387	St-0	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321988/suppl/GSM1321988_s8387_16C_expression_table.txt.gz
GSM1321989	s8422_10C	8422	Fjä1-1	10C	whole rosette	9-leaf stage	AT1G11560	0.5	0.000402155821915	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321989/suppl/GSM1321989_s8422_10C_expression_table.txt.gz
GSM1321990	s8422_16C	8422	Fjä1-1	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321990/suppl/GSM1321990_s8422_16C_expression_table.txt.gz
GSM1321991	s8426_10C	8426	Ull1-1	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321991/suppl/GSM1321991_s8426_10C_expression_table.txt.gz
GSM1321992	s8426_16C	8426	Ull1-1	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321992/suppl/GSM1321992_s8426_16C_expression_table.txt.gz
GSM1321993	s9057_10C	9057	Vinslöv	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321993/suppl/GSM1321993_s9057_10C_expression_table.txt.gz
GSM1321994	s9057_16C	9057	Vinslöv	16C	whole rosette	9-leaf stage	AT1G11560	1.0	0.000149608447479	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321994/suppl/GSM1321994_s9057_16C_expression_table.txt.gz
GSM1321995	s9058_10C	9058	Västervik	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321995/suppl/GSM1321995_s9058_10C_expression_table.txt.gz
GSM1321996	s9058_16C	9058	Västervik	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321996/suppl/GSM1321996_s9058_16C_expression_table.txt.gz
GSM1321997	s9323_10C	9323	Ådal 3	10C	whole rosette	9-leaf stage	AT1G11560	2.0	0.00117942584227	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321997/suppl/GSM1321997_s9323_10C_expression_table.txt.gz
GSM1321998	s9323_16C	9323	Ådal 3	16C	whole rosette	9-leaf stage	AT1G11560	0.5	0.000305770017958	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321998/suppl/GSM1321998_s9323_16C_expression_table.txt.gz
GSM1321999	s9332_10C	9332	Bar 1	10C	whole rosette	9-leaf stage	AT1G11560	1.0	0.000251057522321	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321999/suppl/GSM1321999_s9332_10C_expression_table.txt.gz
GSM1322000	s9332_16C	9332	Bar 1	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322000/suppl/GSM1322000_s9332_16C_expression_table.txt.gz
GSM1322001	s9336_10C	9336	Bön 1	10C	whole rosette	9-leaf stage	AT1G11560	2.0	0.000334807499458	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322001/suppl/GSM1322001_s9336_10C_expression_table.txt.gz
GSM1322002	s9336_16C	9336	Bön 1	16C	whole rosette	9-leaf stage	AT1G11560	5.0	0.00100410442182	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322002/suppl/GSM1322002_s9336_16C_expression_table.txt.gz
GSM1322003	s9339_10C	9339	Böt 1	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322003/suppl/GSM1322003_s9339_10C_expression_table.txt.gz
GSM1322004	s9339_16C	9339	Böt 1	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322004/suppl/GSM1322004_s9339_16C_expression_table.txt.gz
GSM1322005	s9352_10C	9352	Död 2	10C	whole rosette	9-leaf stage	AT1G11560	1.0	0.00016670542201	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322005/suppl/GSM1322005_s9352_10C_expression_table.txt.gz
GSM1322006	s9352_16C	9352	Död 2	16C	whole rosette	9-leaf stage	AT1G11560	1.0	0.000460461968895	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322006/suppl/GSM1322006_s9352_16C_expression_table.txt.gz
GSM1322007	s9353_10C	9353	Död 3	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322007/suppl/GSM1322007_s9353_10C_expression_table.txt.gz
GSM1322008	s9353_16C	9353	Död 3	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322008/suppl/GSM1322008_s9353_16C_expression_table.txt.gz
GSM1322009	s9363_10C	9363	EdJ 2	10C	whole rosette	9-leaf stage	AT1G11560	2.0	0.000328786063275	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322009/suppl/GSM1322009_s9363_10C_expression_table.txt.gz
GSM1322010	s9363_16C	9363	EdJ 2	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322010/suppl/GSM1322010_s9363_16C_expression_table.txt.gz
GSM1322011	s9369_10C	9369	EkS 2	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322011/suppl/GSM1322011_s9369_10C_expression_table.txt.gz
GSM1322012	s9369_16C	9369	EkS 2	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322012/suppl/GSM1322012_s9369_16C_expression_table.txt.gz
GSM1322013	s9371_10C	9371	FäL 1	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322013/suppl/GSM1322013_s9371_10C_expression_table.txt.gz
GSM1322014	s9371_16C	9371	FäL 1	16C	whole rosette	9-leaf stage	AT1G11560	1.0	0.00118208202339	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322014/suppl/GSM1322014_s9371_16C_expression_table.txt.gz
GSM1322015	s9380_16C	9380	FlyA 3	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322015/suppl/GSM1322015_s9380_16C_expression_table.txt.gz
GSM1322016	s9380_10C	9380	FlyA 3	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322016/suppl/GSM1322016_s9380_10C_expression_table.txt.gz
GSM1322017	s9381_10C	9381	Fri 1	10C	whole rosette	9-leaf stage	AT1G11560	1.0	0.000144288845047	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322017/suppl/GSM1322017_s9381_10C_expression_table.txt.gz
GSM1322018	s9381_16C	9381	Fri 1	16C	whole rosette	9-leaf stage	AT1G11560	1.0	0.000179146564349	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322018/suppl/GSM1322018_s9381_16C_expression_table.txt.gz
GSM1322019	s9382_10C	9382	Fri 2	10C	whole rosette	9-leaf stage	AT1G11560	0.333333333333	0.000375780448926	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322019/suppl/GSM1322019_s9382_10C_expression_table.txt.gz
GSM1322020	s9382_16C	9382	Fri 2	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322020/suppl/GSM1322020_s9382_16C_expression_table.txt.gz
GSM1322021	s9383_10C	9383	Fri 3	10C	whole rosette	9-leaf stage	AT1G11560	0.5	0.000305848598885	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322021/suppl/GSM1322021_s9383_10C_expression_table.txt.gz
GSM1322022	s9383_16C	9383	Fri 3	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322022/suppl/GSM1322022_s9383_16C_expression_table.txt.gz
GSM1322023	s9390_16C	9390	Had-1	16C	whole rosette	9-leaf stage	AT1G11560	1.0	0.000267005091562	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322023/suppl/GSM1322023_s9390_16C_expression_table.txt.gz
GSM1322024	s9390_10C	9390	Had-1	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322024/suppl/GSM1322024_s9390_10C_expression_table.txt.gz
GSM1322025	s9391_10C	9391	Had-2	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322025/suppl/GSM1322025_s9391_10C_expression_table.txt.gz
GSM1322026	s9391_16C	9391	Had-2	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322026/suppl/GSM1322026_s9391_16C_expression_table.txt.gz
GSM1322027	s9392_10C	9392	Had-3	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322027/suppl/GSM1322027_s9392_10C_expression_table.txt.gz
GSM1322028	s9392_16C	9392	Had-3	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322028/suppl/GSM1322028_s9392_16C_expression_table.txt.gz
GSM1322029	s9394_10C	9394	Hag-2	10C	whole rosette	9-leaf stage	AT1G11560	2.0	0.000887647290466	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322029/suppl/GSM1322029_s9394_10C_expression_table.txt.gz
GSM1322030	s9394_16C	9394	Hag-2	16C	whole rosette	9-leaf stage	AT1G11560	2.0	0.000222246347656	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322030/suppl/GSM1322030_s9394_16C_expression_table.txt.gz
GSM1322031	s9395_10C	9395	Hal-1	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322031/suppl/GSM1322031_s9395_10C_expression_table.txt.gz
GSM1322032	s9395_16C	9395	Hal-1	16C	whole rosette	9-leaf stage	AT1G11560	1.0	0.00018879470885	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322032/suppl/GSM1322032_s9395_16C_expression_table.txt.gz
GSM1322033	s9399_16C	9399	Ham-1	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322033/suppl/GSM1322033_s9399_16C_expression_table.txt.gz
GSM1322034	s9399_10C	9399	Ham-1	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322034/suppl/GSM1322034_s9399_10C_expression_table.txt.gz
GSM1322035	s9402_10C	9402	Hel-3	10C	whole rosette	9-leaf stage	AT1G11560	1.0	0.00120119979006	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322035/suppl/GSM1322035_s9402_10C_expression_table.txt.gz
GSM1322036	s9402_16C	9402	Hel-3	16C	whole rosette	9-leaf stage	AT1G11560	1.0	0.00052281962147	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322036/suppl/GSM1322036_s9402_16C_expression_table.txt.gz
GSM1322037	s9412_16C	9412	Kor 3	16C	whole rosette	9-leaf stage	AT1G11560	0.5	0.000362065180076	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322037/suppl/GSM1322037_s9412_16C_expression_table.txt.gz
GSM1322038	s9412_10C	9412	Kor 3	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322038/suppl/GSM1322038_s9412_10C_expression_table.txt.gz
GSM1322039	s9413_10C	9413	Kor 4	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322039/suppl/GSM1322039_s9413_10C_expression_table.txt.gz
GSM1322040	s9413_16C	9413	Kor 4	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322040/suppl/GSM1322040_s9413_16C_expression_table.txt.gz
GSM1322041	s9416_10C	9416	Kru-3	10C	whole rosette	9-leaf stage	AT1G11560	1.0	0.00038056209908	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322041/suppl/GSM1322041_s9416_10C_expression_table.txt.gz
GSM1322042	s9416_16C	9416	Kru-3	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322042/suppl/GSM1322042_s9416_16C_expression_table.txt.gz
GSM1322043	s9421_16C	9421	Lan 1	16C	whole rosette	9-leaf stage	AT1G11560	2.0	0.000265734216568	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322043/suppl/GSM1322043_s9421_16C_expression_table.txt.gz
GSM1322044	s9427_10C	9427	Näs 2	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322044/suppl/GSM1322044_s9427_10C_expression_table.txt.gz
GSM1322045	s9427_16C	9427	Näs 2	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322045/suppl/GSM1322045_s9427_16C_expression_table.txt.gz
GSM1322046	s9434_10C	9434	Öde 2	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322046/suppl/GSM1322046_s9434_10C_expression_table.txt.gz
GSM1322047	s9434_16C	9434	Öde 2	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322047/suppl/GSM1322047_s9434_16C_expression_table.txt.gz
GSM1322048	s9436_10C	9436	Puk-1	10C	whole rosette	9-leaf stage	AT1G11560	1.0	0.000280459115094	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322048/suppl/GSM1322048_s9436_10C_expression_table.txt.gz
GSM1322049	s9436_16C	9436	Puk-1	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322049/suppl/GSM1322049_s9436_16C_expression_table.txt.gz
GSM1322050	s9437_16C	9437	Puk-2	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322050/suppl/GSM1322050_s9437_16C_expression_table.txt.gz
GSM1322051	s9437_10C	9437	Puk-2	10C	whole rosette	9-leaf stage	AT1G11560	1.0	0.000173727845908	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322051/suppl/GSM1322051_s9437_10C_expression_table.txt.gz
GSM1322052	s9452_10C	9452	Spro 3	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322052/suppl/GSM1322052_s9452_10C_expression_table.txt.gz
GSM1322053	s9452_16C	9452	Spro 3	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322053/suppl/GSM1322053_s9452_16C_expression_table.txt.gz
GSM1322054	s9454_10C	9454	Ste 3	10C	whole rosette	9-leaf stage	AT1G11560	0.5	0.000266488448573	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322054/suppl/GSM1322054_s9454_10C_expression_table.txt.gz
GSM1322055	s9454_16C	9454	Ste 3	16C	whole rosette	9-leaf stage	AT1G11560	0.5	0.000317367786313	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322055/suppl/GSM1322055_s9454_16C_expression_table.txt.gz
GSM1322056	s9470_10C	9470	Tur-4	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322056/suppl/GSM1322056_s9470_10C_expression_table.txt.gz
GSM1322057	s9470_16C	9470	Tur-4	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322057/suppl/GSM1322057_s9470_16C_expression_table.txt.gz
GSM1322058	s9481_16C	9481	Yst-1	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322058/suppl/GSM1322058_s9481_16C_expression_table.txt.gz
GSM1322059	s9481_10C	9481	Yst-1	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1322nnn/GSM1322059/suppl/GSM1322059_s9481_10C_expression_table.txt.gz
