accession_id	accession_name	environment	phenotype_value
9969	Valsi-1	FT16	69.25
997	Ale-Stenar-56-14	FT16	87.5
9970	Altenb-2	FT16	81.75
9971	Bozen-1.1	FT16	61
9972	Bozen-1.2	FT16	58.75
9973	Mitterberg-1-181	FT16	110
9974	Castelfed-4-212	FT16	93.5
9975	Castelfed-4-213	FT16	82.33333333
9976	Rovero-1	FT16	72.5
9977	Vezzano-2.1	FT16	91.75
9978	Vezzano-2.2	FT16	94.5
9979	Voeran-1	FT16	68.5
9980	Angel-1	FT16	60.5
9981	Angit-1	FT16	55.5
9982	Apost-1	FT16	79.25
9983	Ciste-1	FT16	58.5
9984	Ciste-2	FT16	56
9985	Slavi-1	FT16	63.5
9986	Jablo-1	FT16	86
9987	Lecho-1	FT16	82.25
9988	Bak-2	FT16	112.3333333
9989	Bak-7	FT16	111
9990	Lag2-2	FT16	75
9991	Vash-1	FT16	92.75
9992	Dog-4	FT16	95.75
9993	Nemrut-1	FT16	119.6666667
9994	Ey15-2	FT16	54.5
9995	HKT2.4	FT16	41.75
9996	Nie1-2	FT16	38.25
9997	Rue3.1-31	FT16	51.5
9998	Star-8	FT16	46.25
9999	TueSB30-3	FT16	54.25
