run	biosample	sample_name	genotype_id	environment	replicate_flag	library_strategy	library_layout	platform	spots	bases	download_path
SRR11932893	SAMN15144958	CIMBL40_WS2	CIMBL40	WS2		RNA-Seq	PAIRED	ILLUMINA	47647122	2365010817	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932893/SRR11932893.lite.1
SRR11932892	SAMN15144959	CIMBL40_WW	CIMBL40	WW		RNA-Seq	PAIRED	ILLUMINA	31817099	1449859796	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932892/SRR11932892.lite.1
SRR11932891	SAMN15144960	CIMBL42_WS1	CIMBL42	WS1		RNA-Seq	PAIRED	ILLUMINA	36990643	1883014479	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932891/SRR11932891.lite.1
SRR11932889	SAMN15144961	CIMBL42_WS2	CIMBL42	WS2		RNA-Seq	PAIRED	ILLUMINA	84100710	3721281035	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932889/SRR11932889.lite.1
SRR11932888	SAMN15144962	CIMBL42_WW	CIMBL42	WW		RNA-Seq	PAIRED	ILLUMINA	39350309	2001313689	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932888/SRR11932888.lite.1
SRR11932887	SAMN15144963	CIMBL46_WS1	CIMBL46	WS1		RNA-Seq	PAIRED	ILLUMINA	36158859	1840023266	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932887/SRR11932887.lite.1
SRR11932886	SAMN15144964	CIMBL46_WS2	CIMBL46	WS2		RNA-Seq	PAIRED	ILLUMINA	40221962	2045867671	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932886/SRR11932886.lite.1
SRR11932885	SAMN15144965	CIMBL46_WW	CIMBL46	WW		RNA-Seq	PAIRED	ILLUMINA	35821523	1819670525	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932885/SRR11932885.lite.1
SRR11932884	SAMN15144966	CIMBL47_WS1	CIMBL47	WS1		RNA-Seq	PAIRED	ILLUMINA	64260520	3271835024	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932884/SRR11932884.lite.1
SRR11932883	SAMN15144967	CIMBL47_WS2	CIMBL47	WS2		RNA-Seq	PAIRED	ILLUMINA	41508707	2114174196	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932883/SRR11932883.lite.1
SRR11932882	SAMN15144968	CIMBL47_WW	CIMBL47	WW		RNA-Seq	PAIRED	ILLUMINA	34579650	1761395295	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932882/SRR11932882.lite.1
SRR11932897	SAMN15144954	CIMBL4_WS1	CIMBL4	WS1		RNA-Seq	PAIRED	ILLUMINA	46618802	2372398498	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932897/SRR11932897.lite.1
SRR11932896	SAMN15144955	CIMBL4_WS2	CIMBL4	WS2		RNA-Seq	PAIRED	ILLUMINA	46992091	2393723425	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932896/SRR11932896.lite.1
SRR11932895	SAMN15144956	CIMBL4_WW	CIMBL4	WW		RNA-Seq	PAIRED	ILLUMINA	29985382	1526108996	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932895/SRR11932895.lite.1
SRR11932868	SAMN15144969	CIMBL51_WS1	CIMBL51	WS1		RNA-Seq	PAIRED	ILLUMINA	38107029	1939889942	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932868/SRR11932868.lite.1
SRR11932867	SAMN15144970	CIMBL51_WS2	CIMBL51	WS2		RNA-Seq	PAIRED	ILLUMINA	49427416	2517285362	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932867/SRR11932867.lite.1
SRR11932865	SAMN15144971	CIMBL51_WW	CIMBL51	WW		RNA-Seq	PAIRED	ILLUMINA	35958544	1829944201	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932865/SRR11932865.lite.1
SRR11932864	SAMN15144972	CIMBL52_WS1	CIMBL52	WS1		RNA-Seq	PAIRED	ILLUMINA	33986654	1729496410	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932864/SRR11932864.lite.1
SRR11932863	SAMN15144973	CIMBL52_WS2	CIMBL52	WS2		RNA-Seq	PAIRED	ILLUMINA	45096312	2296927787	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932863/SRR11932863.lite.1
SRR11932862	SAMN15144974	CIMBL52_WW	CIMBL52	WW		RNA-Seq	PAIRED	ILLUMINA	59459876	3015991078	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932862/SRR11932862.lite.1
SRR11932861	SAMN15144975	CIMBL53_WS1	CIMBL53	WS1		RNA-Seq	PAIRED	ILLUMINA	22285217	1135908988	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932861/SRR11932861.lite.1
SRR11932860	SAMN15144976	CIMBL53_WS2	CIMBL53	WS2		RNA-Seq	PAIRED	ILLUMINA	24886333	1267578623	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932860/SRR11932860.lite.1
SRR11932859	SAMN15144977	CIMBL53_WW	CIMBL53	WW		RNA-Seq	PAIRED	ILLUMINA	39593640	2013175046	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932859/SRR11932859.lite.1
SRR11932858	SAMN15144978	CIMBL54_WS1	CIMBL54	WS1		RNA-Seq	PAIRED	ILLUMINA	53452626	2723635346	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932858/SRR11932858.lite.1
SRR11932857	SAMN15144979	CIMBL54_WS2	CIMBL54	WS2		RNA-Seq	PAIRED	ILLUMINA	26063254	1294790216	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932857/SRR11932857.lite.1
SRR11932856	SAMN15144980	CIMBL54_WW	CIMBL54	WW		RNA-Seq	PAIRED	ILLUMINA	31865058	1449500994	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932856/SRR11932856.lite.1
SRR11932854	SAMN15144981	CIMBL55_WS1	CIMBL55	WS1		RNA-Seq	PAIRED	ILLUMINA	42786771	2180162334	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932854/SRR11932854.lite.1
SRR11932853	SAMN15144982	CIMBL55_WS2	CIMBL55	WS2		RNA-Seq	PAIRED	ILLUMINA	105284296	5190670746	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932853/SRR11932853.lite.1
SRR11932852	SAMN15144983	CIMBL55_WW	CIMBL55	WW		RNA-Seq	PAIRED	ILLUMINA	58141336	2915351686	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932852/SRR11932852.lite.1
SRR11932851	SAMN15144984	CIMBL56_WS1	CIMBL56	WS1		RNA-Seq	PAIRED	ILLUMINA	43258633	2121237429	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932851/SRR11932851.lite.1
SRR11932850	SAMN15144985	CIMBL56_WS1_REP	CIMBL56	WS1	REP	RNA-Seq	PAIRED	ILLUMINA	53237507	2705139259	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932850/SRR11932850.lite.1
SRR11932849	SAMN15144986	CIMBL56_WS2	CIMBL56	WS2		RNA-Seq	PAIRED	ILLUMINA	65344856	3320083760	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932849/SRR11932849.lite.1
SRR11932848	SAMN15144987	CIMBL56_WW	CIMBL56	WW		RNA-Seq	PAIRED	ILLUMINA	47263924	2358935794	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932848/SRR11932848.lite.1
SRR11932847	SAMN15144988	CIMBL56_WW_REP	CIMBL56	WW	REP	RNA-Seq	PAIRED	ILLUMINA	49007791	2490320243	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932847/SRR11932847.lite.1
SRR11932846	SAMN15144989	CIMBL58_WS2	CIMBL58	WS2		RNA-Seq	PAIRED	ILLUMINA	98980809	5038569758	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932846/SRR11932846.lite.1
SRR11932845	SAMN15144990	CIMBL58_WW	CIMBL58	WW		RNA-Seq	PAIRED	ILLUMINA	92470779	4696903801	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932845/SRR11932845.lite.1
SRR11932843	SAMN15144991	CIMBL59_WS1	CIMBL59	WS1		RNA-Seq	PAIRED	ILLUMINA	52486626	2672080627	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932843/SRR11932843.lite.1
SRR11932842	SAMN15144992	CIMBL59_WS2	CIMBL59	WS2		RNA-Seq	PAIRED	ILLUMINA	37698161	1920029282	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932842/SRR11932842.lite.1
SRR11932841	SAMN15144993	CIMBL59_WW	CIMBL59	WW		RNA-Seq	PAIRED	ILLUMINA	42503199	2163828643	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932841/SRR11932841.lite.1
SRR11932837	SAMN15144997	CIMBL60_WS2	CIMBL60	WS2		RNA-Seq	PAIRED	ILLUMINA	44962942	2090974169	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932837/SRR11932837.lite.1
SRR11932836	SAMN15144998	CIMBL60_WW	CIMBL60	WW		RNA-Seq	PAIRED	ILLUMINA	72874894	3540229111	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932836/SRR11932836.lite.1
SRR11932835	SAMN15144999	CIMBL62_WS1	CIMBL62	WS1		RNA-Seq	PAIRED	ILLUMINA	89000263	3962592411	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932835/SRR11932835.lite.1
SRR11932834	SAMN15145000	CIMBL62_WS2	CIMBL62	WS2		RNA-Seq	PAIRED	ILLUMINA	24578447	1221670863	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932834/SRR11932834.lite.1
SRR11932832	SAMN15145001	CIMBL62_WW	CIMBL62	WW		RNA-Seq	PAIRED	ILLUMINA	44602040	2034201698	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932832/SRR11932832.lite.1
SRR11932831	SAMN15145002	CIMBL68_WS1	CIMBL68	WS1		RNA-Seq	PAIRED	ILLUMINA	46582181	2370025965	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932831/SRR11932831.lite.1
SRR11932830	SAMN15145003	CIMBL68_WS2	CIMBL68	WS2		RNA-Seq	PAIRED	ILLUMINA	46697371	2377811148	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932830/SRR11932830.lite.1
SRR11932829	SAMN15145004	CIMBL68_WW	CIMBL68	WW		RNA-Seq	PAIRED	ILLUMINA	59712035	3040274637	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932829/SRR11932829.lite.1
SRR11932828	SAMN15145005	CIMBL69_WS1	CIMBL69	WS1		RNA-Seq	PAIRED	ILLUMINA	57050842	2901697839	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932828/SRR11932828.lite.1
SRR11932827	SAMN15145006	CIMBL69_WS2	CIMBL69	WS2		RNA-Seq	PAIRED	ILLUMINA	39695696	2021644882	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932827/SRR11932827.lite.1
SRR11932826	SAMN15145007	CIMBL69_WW	CIMBL69	WW		RNA-Seq	PAIRED	ILLUMINA	42093297	2142181511	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932826/SRR11932826.lite.1
SRR11932840	SAMN15144994	CIMBL6_WS1	CIMBL6	WS1		RNA-Seq	PAIRED	ILLUMINA	28799537	1466008040	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932840/SRR11932840.lite.1
SRR11932839	SAMN15144995	CIMBL6_WS2	CIMBL6	WS2		RNA-Seq	PAIRED	ILLUMINA	51065853	2596261420	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932839/SRR11932839.lite.1
SRR11932838	SAMN15144996	CIMBL6_WW	CIMBL6	WW		RNA-Seq	PAIRED	ILLUMINA	32515133	1654861578	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932838/SRR11932838.lite.1
SRR11932823	SAMN15145010	CIMBL70_WS1	CIMBL70	WS1		RNA-Seq	PAIRED	ILLUMINA	41884690	2128732616	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932823/SRR11932823.lite.1
SRR11932821	SAMN15145011	CIMBL70_WS2	CIMBL70	WS2		RNA-Seq	PAIRED	ILLUMINA	50128517	2549583170	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932821/SRR11932821.lite.1
SRR11932820	SAMN15145012	CIMBL70_WW	CIMBL70	WW		RNA-Seq	PAIRED	ILLUMINA	48210244	2454638551	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932820/SRR11932820.lite.1
SRR11932819	SAMN15145013	CIMBL74_WS1	CIMBL74	WS1		RNA-Seq	PAIRED	ILLUMINA	70878969	3606157993	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932819/SRR11932819.lite.1
SRR11932818	SAMN15145014	CIMBL74_WS2	CIMBL74	WS2		RNA-Seq	PAIRED	ILLUMINA	40152563	2043321087	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932818/SRR11932818.lite.1
SRR11932817	SAMN15145015	CIMBL74_WW	CIMBL74	WW		RNA-Seq	PAIRED	ILLUMINA	37003205	1883887027	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932817/SRR11932817.lite.1
SRR11932816	SAMN15145016	CIMBL75_WS1	CIMBL75	WS1		RNA-Seq	PAIRED	ILLUMINA	32032375	1629974353	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932816/SRR11932816.lite.1
SRR11932815	SAMN15145017	CIMBL75_WS2	CIMBL75	WS2		RNA-Seq	PAIRED	ILLUMINA	86642161	4409202159	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932815/SRR11932815.lite.1
SRR11932814	SAMN15145018	CIMBL75_WW	CIMBL75	WW		RNA-Seq	PAIRED	ILLUMINA	36941745	1879512391	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932814/SRR11932814.lite.1
SRR11932825	SAMN15145008	CIMBL7_WS2	CIMBL7	WS2		RNA-Seq	PAIRED	ILLUMINA	30103431	1495348735	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932825/SRR11932825.lite.1
SRR11932824	SAMN15145009	CIMBL7_WW	CIMBL7	WW		RNA-Seq	PAIRED	ILLUMINA	13605470	643656326	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932824/SRR11932824.lite.1
SRR11932813	SAMN15145019	CIMBL81_WS1	CIMBL81	WS1		RNA-Seq	PAIRED	ILLUMINA	55296236	2814391859	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932813/SRR11932813.lite.1
SRR11932812	SAMN15145020	CIMBL81_WS2	CIMBL81	WS2		RNA-Seq	PAIRED	ILLUMINA	44755530	1972931925	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932812/SRR11932812.lite.1
SRR11932810	SAMN15145021	CIMBL81_WW	CIMBL81	WW		RNA-Seq	PAIRED	ILLUMINA	42460380	2159924718	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932810/SRR11932810.lite.1
SRR11932809	SAMN15145022	CIMBL82_WS1	CIMBL82	WS1		RNA-Seq	PAIRED	ILLUMINA	32177303	1632562987	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932809/SRR11932809.lite.1
SRR11932808	SAMN15145023	CIMBL82_WW	CIMBL82	WW		RNA-Seq	PAIRED	ILLUMINA	35404637	1801979551	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932808/SRR11932808.lite.1
SRR11932807	SAMN15145024	CIMBL89_WS1	CIMBL89	WS1		RNA-Seq	PAIRED	ILLUMINA	46821952	2382608243	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932807/SRR11932807.lite.1
SRR11932806	SAMN15145025	CIMBL89_WS2	CIMBL89	WS2		RNA-Seq	PAIRED	ILLUMINA	44580086	2270814233	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932806/SRR11932806.lite.1
SRR11932805	SAMN15145026	CIMBL89_WW	CIMBL89	WW		RNA-Seq	PAIRED	ILLUMINA	49092747	2498825575	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932805/SRR11932805.lite.1
SRR11933231	SAMN15145030	CIMBL90_WS1	CIMBL90	WS1		RNA-Seq	PAIRED	ILLUMINA	46958740	2389295569	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933231/SRR11933231.lite.1
SRR11933229	SAMN15145031	CIMBL90_WS2	CIMBL90	WS2		RNA-Seq	PAIRED	ILLUMINA	39725352	2023530609	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933229/SRR11933229.lite.1
SRR11933228	SAMN15145032	CIMBL90_WW	CIMBL90	WW		RNA-Seq	PAIRED	ILLUMINA	37777495	1924050346	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933228/SRR11933228.lite.1
SRR11933227	SAMN15145033	CIMBL91_WS1	CIMBL91	WS1		RNA-Seq	PAIRED	ILLUMINA	62502628	2768032524	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933227/SRR11933227.lite.1
SRR11933226	SAMN15145034	CIMBL91_WS1_REP	CIMBL91	WS1	REP	RNA-Seq	PAIRED	ILLUMINA	53863000	2720436034	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933226/SRR11933226.lite.1
SRR11933225	SAMN15145035	CIMBL91_WS2	CIMBL91	WS2		RNA-Seq	PAIRED	ILLUMINA	36298524	1800664548	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933225/SRR11933225.lite.1
SRR11933224	SAMN15145036	CIMBL91_WS2_REP	CIMBL91	WS2	REP	RNA-Seq	PAIRED	ILLUMINA	59906524	2955704477	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933224/SRR11933224.lite.1
SRR11933223	SAMN15145037	CIMBL91_WW	CIMBL91	WW		RNA-Seq	PAIRED	ILLUMINA	18968840	896291900	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933223/SRR11933223.lite.1
SRR11933222	SAMN15145038	CIMBL91_WW_REP	CIMBL91	WW	REP	RNA-Seq	PAIRED	ILLUMINA	30460891	1551298212	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933222/SRR11933222.lite.1
SRR11933221	SAMN15145039	CIMBL92_WS1	CIMBL92	WS1		RNA-Seq	PAIRED	ILLUMINA	28749040	1462603437	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933221/SRR11933221.lite.1
SRR11933220	SAMN15145040	CIMBL92_WS2	CIMBL92	WS2		RNA-Seq	PAIRED	ILLUMINA	35439441	1778813848	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933220/SRR11933220.lite.1
SRR11933217	SAMN15145041	CIMBL92_WW	CIMBL92	WW		RNA-Seq	PAIRED	ILLUMINA	41604095	2116389464	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933217/SRR11933217.lite.1
SRR11933216	SAMN15145042	CIMBL94_WS1	CIMBL94	WS1		RNA-Seq	PAIRED	ILLUMINA	45235413	2302144075	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933216/SRR11933216.lite.1
SRR11933215	SAMN15145043	CIMBL94_WS2	CIMBL94	WS2		RNA-Seq	PAIRED	ILLUMINA	41788585	2128408080	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933215/SRR11933215.lite.1
SRR11933214	SAMN15145044	CIMBL94_WW	CIMBL94	WW		RNA-Seq	PAIRED	ILLUMINA	55063855	2801650442	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933214/SRR11933214.lite.1
SRR11933213	SAMN15145045	CIMBL95_WS1	CIMBL95	WS1		RNA-Seq	PAIRED	ILLUMINA	15744354	802560351	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933213/SRR11933213.lite.1
SRR11933212	SAMN15145046	CIMBL95_WS2	CIMBL95	WS2		RNA-Seq	PAIRED	ILLUMINA	34514501	1714434005	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933212/SRR11933212.lite.1
SRR11933211	SAMN15145047	CIMBL95_WW	CIMBL95	WW		RNA-Seq	PAIRED	ILLUMINA	15902619	754239775	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933211/SRR11933211.lite.1
SRR11933210	SAMN15145048	CIMBL96_WS1	CIMBL96	WS1		RNA-Seq	PAIRED	ILLUMINA	41803273	2126613621	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933210/SRR11933210.lite.1
SRR11933209	SAMN15145049	CIMBL96_WS2	CIMBL96	WS2		RNA-Seq	PAIRED	ILLUMINA	51352248	2612790650	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933209/SRR11933209.lite.1
SRR11933208	SAMN15145050	CIMBL96_WW	CIMBL96	WW		RNA-Seq	PAIRED	ILLUMINA	32824232	1670901862	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933208/SRR11933208.lite.1
SRR11933206	SAMN15145051	CIMBL98_WS1	CIMBL98	WS1		RNA-Seq	PAIRED	ILLUMINA	44239074	2252532104	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933206/SRR11933206.lite.1
SRR11933205	SAMN15145052	CIMBL98_WS2	CIMBL98	WS2		RNA-Seq	PAIRED	ILLUMINA	23367205	1051162461	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933205/SRR11933205.lite.1
SRR11933204	SAMN15145053	CIMBL98_WW	CIMBL98	WW		RNA-Seq	PAIRED	ILLUMINA	50492987	2569766951	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933204/SRR11933204.lite.1
SRR11933203	SAMN15145054	CIMBL99_WS1	CIMBL99	WS1		RNA-Seq	PAIRED	ILLUMINA	40309719	2051791301	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933203/SRR11933203.lite.1
SRR11933202	SAMN15145055	CIMBL99_WS2	CIMBL99	WS2		RNA-Seq	PAIRED	ILLUMINA	114441455	5821705038	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933202/SRR11933202.lite.1
SRR11933201	SAMN15145056	CIMBL99_WW	CIMBL99	WW		RNA-Seq	PAIRED	ILLUMINA	38870107	1978040891	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933201/SRR11933201.lite.1
SRR11932804	SAMN15145027	CIMBL9_WS1	CIMBL9	WS1		RNA-Seq	PAIRED	ILLUMINA	42971281	2184396819	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932804/SRR11932804.lite.1
